Region_Comercial,Subregion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES-CUOTA, AL-CUOTA ,AL-VENTA-2017,AL-VENTA-2018,AL-VENTA-2019,YEAR-2018,YEAR-2019
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1357.20,1357.19,1266.86,1842.64,473.14,7323.01,2946.64
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,76.89,76.88,0.00,3.17,96.16,3.17,334.97
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1141.63,1141.65,1810.72,1481.54,1287.10,7177.35,5690.51
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA SIN AZuCAR FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,5.00,4.98,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA SIN AZuCAR FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0.00,0.00,20.34,35.13,0.00,98.01,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,244.17,244.18,340.26,207.11,581.19,1249.02,1673.81
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,8.44,8.41,0.00,4.76,87.97,40.42,225.87
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0.00,0.00,79.52,5.55,0.00,14.79,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,21.57,21.57,35.93,23.25,169.07,107.78,300.10
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,4.76,0.00,4.76
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1240.37,1240.18,998.58,1181.39,1590.33,4297.60,5489.56
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1219.81,1219.81,1072.30,1728.52,254.40,6597.84,2059.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,10.26,10.27,26.42,140.54,7.40,565.69,47.55
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,910.79,910.62,1668.05,1134.40,1058.85,6030.24,4657.02
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.38,0.38,12.68,0.00,0.00,-7.93,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,36.76,36.76,90.88,52.84,0.00,327.58,61.29
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1292.08,1292.10,0.00,0.00,81.37,0.00,957.37
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,41071.28,41071.29,51255.79,44672.87,47533.98,198231.29,180755.29
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,7.63,7.63,54.95,19.02,8.45,65.52,21.13
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1.95,1.98,0.00,0.00,2.38,4.76,9.51
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0.00,0.00,14.79,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,12.05,12.05,21.13,21.13,0.00,65.52,31.70
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,428.62,428.64,0.00,0.00,17.96,0.00,233.53
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,9259.29,9259.29,10063.80,10085.99,11932.37,39367.54,43198.73
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,215.04,215.03,348.71,234.59,272.63,824.23,1375.82
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2770.94,2770.94,0.00,1906.84,4160.80,7976.85,15033.56
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,13.91,13.91,9.51,90.35,4.76,267.88,107.79
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA SIN AZuCAR FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2.34,2.33,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,109.28,109.28,173.30,139.48,135.26,551.60,528.35
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,3.97,3.92,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,240.25,240.25,300.10,213.45,433.25,758.71,1728.76
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,3033.02,3033.02,9.51,1906.84,4108.49,7972.09,14567.56
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,101.76,101.73,7.93,237.77,98.28,619.77,540.52
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,18.17,18.18,0.00,34.87,15.85,163.27,74.50
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,272.99,272.99,251.49,308.56,243.04,1282.83,989.07
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1212.55,1212.55,546.86,1085.79,1055.68,3842.28,3782.05
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,7.15,7.15,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,7.65,7.65,0.00,33.81,10.57,107.78,35.93
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,135.01,135.01,78.20,84.54,122.58,426.91,486.08
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,387.17,387.17,147.41,290.07,313.85,1163.46,1610.46
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,182.38,182.37,145.83,209.23,394.69,862.29,1222.11
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6.72,6.72,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,104.13,104.13,66.57,131.56,218.74,518.33,740.24
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,225.17,225.17,0.00,31.70,581.73,252.03,1667.53
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1.39,1.39,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,214.67,214.67,0.00,33.29,507.23,244.11,1529.62
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,4.76,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,43.68,43.68,25.36,21.13,54.95,101.44,175.41
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,46.35,46.34,23.78,35.66,49.93,140.28,166.43
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,1107.98,949.47,0.00,4500.10,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0.00,0.00,369.84,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,63.40,0.00,232.47,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,21.13,0.00,147.94,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,632.45,475.53,0.00,1933.82,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.02,0.02,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.56,0.56,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1301.26,1301.26,1854.57,1149.20,1673.87,7242.32,7938.18
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA SIN AZuCAR,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA SIN AZuCAR FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.39,0.39,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.66,0.66,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.04,0.05,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1919.40,1919.40,1280.76,2154.15,2926.09,8500.89,11712.30
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,307.64,307.64,713.30,686.35,519.91,2621.76,1814.94
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.45,2.45,6.34,6.34,4.23,21.13,12.68
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,13.47,13.48,19.02,19.02,16.91,84.54,86.65
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,126.16,126.15,288.49,271.05,228.25,1057.26,741.83
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.77,0.77,0.00,1.59,0.00,6.34,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,246.84,246.84,269.47,310.68,277.39,1092.13,1068.36
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,26.26,26.26,16.91,35.93,38.04,139.48,120.46
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.08,0.08,0.00,4.76,0.00,4.76,9.51
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,241.29,241.29,259.96,296.41,272.64,1063.60,1065.19
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,18.98,18.98,23.78,22.19,22.19,33.29,84.01
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,2.11,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,4.22,4.22,0.00,0.00,3.17,0.00,10.57
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,50.99,50.99,42.80,47.55,55.48,145.83,215.57
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1.21,1.21,0.00,0.00,0.00,0.00,6.34
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1.57,1.57,0.00,28.53,9.51,68.95,49.93
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0.00,0.00,14.79,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,2.11,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,25.92,25.91,25.36,11.10,22.19,25.36,107.79
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,23.09,23.09,16.91,23.25,21.13,88.76,76.08
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,11.40,11.41,14.79,16.91,12.68,52.84,40.15
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2687.73,2687.73,2886.47,3116.31,2899.15,12802.85,10794.53
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.17,0.15,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,24.77,24.77,21.13,27.47,33.81,99.33,88.76
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2.19,2.19,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,863.89,863.89,978.01,879.73,1058.85,3618.78,3582.33
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5.49,5.49,0.00,7.93,4.76,46.50,4.76
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,16.55,16.55,31.70,21.13,25.36,46.49,73.97
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,13.81,13.81,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,11.69,11.69,0.00,0.00,0.00,0.00,0.00
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,14.03,14.03,15.85,14.27,3.17,53.89,52.31
REGION MODERNO,CUENTAS CLAVES,CUENTAS CLAVES,MODERNO,MIXTOS,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.18,2.19,0.00,0.00,0.00,0.00,0.00
